"Report.ID","Arrest.Date","Time","Area.ID","Area.Name","Reporting.District","Age","Sex.Code","Descent.Code","Charge.Group.Code","Charge.Group.Description","Arrest.Type.Code","Charge","Charge.Description","Address","Cross.Street","Location"
5315518,"2018-05-18",1800,12,"77th Street",1249,20,"M","B",5,"Burglary","F","459PC","BURGLARY","FIGUEROA","51ST                         ST","(33.979, -118.2839)"
5315519,"2018-05-18",1820,9,"Van Nuys",943,47,"F","W",24,"Miscellaneous Other Violations","M","166(A)(4)PC","CONTEMPT OF COURT - DISOBEY COURT ORDER","5600    KATHERINE                    AV","","(34.1721, -118.4433)"
5315522,"2018-05-18",1640,17,"Devonshire",1772,36,"M","O",15,"Against Family/Child","M","273.6(A)PC","DISOBEY DOMESTIC RELATIONS COURT ORDER","20000    PRAIRIE","","(34.2392, -118.5692)"
5315525,"2018-05-18",1836,3,"Southwest",363,45,"M","B",6,"Larceny","M","459.5PC","SHOPLIFTING","3700    SANTA ROSALIA                DR","","(34.0072, -118.3373)"
5315528,"2018-05-18",1820,13,"Newton",1372,24,"M","H",24,"Miscellaneous Other Violations","O","1203.2PC","PROBATION VIOLATION","200 E  56TH                         ST","","(33.9916, -118.272)"
5315533,"2018-05-18",1810,3,"Southwest",373,28,"M","B",24,"Miscellaneous Other Violations","F","3056PC","VIOLATION OF PAROLE:FELONY","WESTERN                      AV","LEIGHTON","(34.0164, -118.3312)"
5315534,"2018-05-18",1830,2,"Rampart",245,31,"M","H",24,"Miscellaneous Other Violations","O","3454(C)PC","FLASH INCARCERATION","ALVARADO","7TH","(34.0565, -118.2768)"
5315538,"2018-05-18",1845,6,"Hollywood",645,48,"M","H",16,"Narcotic Drug Laws","M","11350(A)HS","POSSESSION OF CONTROLLED SUBSTANCE","HOLLYWOOD                    BL","ORANGE                       AV","(34.1016, -118.3417)"
5315555,"2018-05-18",1800,14,"Pacific",1413,21,"F","B",5,"Burglary","F","459PC","BURGLARY","ROSE                         AV","RENNIE","(33.9984, -118.4736)"
5315577,"2018-05-18",2015,9,"Van Nuys",941,28,"F","H",6,"Larceny","M","484(A)PC","GRAND THEFT (OVER $400)","6200    SYLMAR","","(34.1766, -118.4589)"
5315590,"2018-05-18",1920,18,"Southeast",1844,19,"M","H",12,"Weapon (carry/poss)","F","29820(B)PC","UNLAWFUL POSSESSION OF FIREARM W/PR JUV","600 E  109TH                        PL","","(33.9365, -118.2652)"
5315619,"2018-05-18",2000,19,"Mission",1961,25,"F","H",8,"Other Assaults","M","243(A)PC","BATTERY ON PERSON","15500    SEPULVEDA","","(34.2427, -118.4702)"
5315620,"2018-05-18",1950,13,"Newton",1347,49,"M","W",24,"Miscellaneous Other Violations","O","1203.2PC","PROBATION VIOLATION","LONG BEACH","42ND","(34.0063, -118.2433)"
5315559,"2018-05-18",1815,12,"77th Street",1257,24,"M","B",3,"Robbery","F","211PC","ROBBERY","76TH                         ST","FIGUEROA","(33.9708, -118.2827)"
5315562,"2018-05-18",1700,6,"Hollywood",644,28,"M","O",5,"Burglary","F","459PC","BURGLARY","1300 N  MARTEL                       AV","","(34.0944, -118.3506)"
5315604,"2018-05-18",1945,2,"Rampart",256,36,"M","H",4,"Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","600 S  BURLINGTON                   AV","","(34.058, -118.2715)"
5315623,"2018-05-18",1730,9,"Van Nuys",941,36,"M","B",7,"Vehicle Theft","F","487(D)(1)PC","GRAND THEFT AUTO/HORSE/ETC","5900    SEPULVEDA                    BL","","(34.1776, -118.4662)"
5315630,"2018-05-18",1650,6,"Hollywood",645,48,"F","H",24,"Miscellaneous Other Violations","O","3454(C)PC","FLASH INCARCERATION","HOLLYWOOD","HOLLYWOOD","(34.1016, -118.3414)"
5315645,"2018-05-18",1925,2,"Rampart",261,51,"M","H",24,"Miscellaneous Other Violations","M","853.7PC","FTA AFTER WRITTEN PROMISE","7TH","CORONDELLE","(34.0567, -118.2815)"
5315662,"2018-05-18",2130,15,"N Hollywood",1525,26,"M","H",23,"Moving Traffic Violations","M","23109(C)VC","AID/ABET/ENGAGE IN SPEED CONTEST","LANKERSHIM","VICTORY","(34.1867, -118.3878)"
5315870,"2018-05-18",2110,2,"Rampart",236,41,"M","H",24,"Miscellaneous Other Violations","F","594(A)PC","VANDALISM","MOUN TAIN","BERVELY","(34.0657, -118.268)"
5315878,"2018-05-18",1930,4,"Hollenbeck",499,22,"M","H",24,"Miscellaneous Other Violations","O","1203.2PC","PROBATION VIOLATION","3500    BESWICK                      ST","","(34.0228, -118.2009)"
5315881,"2018-05-18",2130,2,"Rampart",295,33,"M","H",8,"Other Assaults","F","422(A)PC","TERRORIZE CAUSING FEAR","1400 S  BONNIE BRAE","","(34.0444, -118.2809)"
5315885,"2018-05-18",2210,15,"N Hollywood",1547,41,"M","W",4,"Aggravated Assault","M","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","11600    BURBANK                      BL","","(34.1722, -118.3844)"
5315900,"2018-05-18",1930,4,"Hollenbeck",499,21,"M","H",16,"Narcotic Drug Laws","M","11350(A)HS","POSSESSION OF CONTROLLED SUBSTANCE","3500    BESWICK                      ST","","(34.0228, -118.2009)"
5315905,"2018-05-18",2040,3,"Southwest",356,46,"M","H",8,"Other Assaults","M","243(E)(1)PC","BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL","1600 W  35TH                         PL","","(34.0237, -118.3061)"
5315906,"2018-05-18",1930,15,"N Hollywood",1525,30,"M","H",13,"Prostitution/Allied","M","647(B)PC","PROSTITUTION","OXNARD","CARPENTER","(34.1794, -118.3921)"
5315909,"2018-05-18",2030,21,"Topanga",2136,39,"M","H",7,"Vehicle Theft","F","10851(A)VC","TAKE VEHICLE W/O OWNER'S CONSENT","VALERIO","MILWOOD","(34.2047, -118.5943)"
5315919,"2018-05-18",2255,12,"77th Street",1233,22,"M","B",24,"Miscellaneous Other Violations","F","3455(A)PC","PETITION TO REVOKE PRCS","SLAUSON                      AV","WESTERN                      AV","(33.9892, -118.3089)"
5315926,"2018-05-18",2115,1,"Central",166,53,"M","B",8,"Other Assaults","F","422(A)PC","TERRORIZE CAUSING FEAR","600    WALL                         ST","","(34.0435, -118.2471)"
5315930,"2018-05-18",2135,16,"Foothill",1621,49,"F","H",6,"Larceny","M","484(A)PC","GRAND THEFT (OVER $400)","10600    AMBOY                        AV","","(34.263, -118.4336)"
5315932,"2018-05-18",2230,4,"Hollenbeck",488,23,"M","H",8,"Other Assaults","M","243(E)(1)PC","BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL","3100 E  8TH                          ST","","(34.0238, -118.2058)"
5315943,"2018-05-18",2300,13,"Newton",1385,48,"F","B",8,"Other Assaults","M","243(A)PC","BATTERY ON PERSON","CENTRAL","SLAUSON","(33.9893, -118.2564)"
5315945,"2018-05-18",2215,12,"77th Street",1249,24,"M","B",24,"Miscellaneous Other Violations","O","3454(C)PC","FLASH INCARCERATION","59TH                         PL","FIGUEROA                     ST","(33.979, -118.2839)"
5315951,"2018-05-18",2110,9,"Van Nuys",923,33,"M","H",10,"Fraud/Embezzlement","F","4463(A)VC","ALTER REGISTRATION/LICENSE PLATES/ETC","COLUMBUS","SIMONYAN","(34.1903, -118.4574)"
5315656,"2018-05-18",2035,20,"Olympic",2058,27,"M","H",3,"Robbery","F","211PC","ROBBERY","VERMONT","OLYMPIC","(34.0526, -118.2916)"
5315658,"2018-05-18",2020,13,"Newton",1354,14,"M","H",7,"Vehicle Theft","F","10851(A)VC","TAKE VEHICLE W/O OWNER'S CONSENT","43RD","WALL","(34.0057, -118.2716)"
5315958,"2018-05-18",2350,16,"Foothill",1663,44,"M","H",22,"Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","SHELDON","SAN FERNANDO","(34.2387, -118.3946)"
5315962,"2018-05-18",2111,4,"Hollenbeck",499,46,"M","H",24,"Miscellaneous Other Violations","F","182(A)(1)PC","CONSPIRACY TO COMMIT ANY CRIME","OLLYMPIC","CALADA","(34.0175, -118.1975)"
5315971,"2018-05-18",2245,3,"Southwest",311,38,"M","H",8,"Other Assaults","M","243(E)(1)PC","BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL","5300    SMILEY                       DR","","(34.0285, -118.3606)"
5315974,"2018-05-18",2340,19,"Mission",1943,44,"M","H",15,"Against Family/Child","M","273.6(A)PC","DISOBEY DOMESTIC RELATIONS COURT ORDER","14700    BRAID","","(34.2688, -118.4559)"
5315986,"2018-05-18",2330,7,"Wilshire",767,37,"M","H",4,"Aggravated Assault","F","245(A)(1)PC","ADW, NOT FIREARM, W/GBI","PICO","6TH","(34.0475, -118.323)"
5315994,"2018-05-18",2224,5,"Harbor",503,19,"M","B",12,"Weapon (carry/poss)","F","25850(A)PC","CARRY LOADED F/ARM PRSON/HEH PUBLIC PLACE","VERMONT","LOMITA","(33.7978, -118.2908)"
5315998,"2018-05-18",2200,1,"Central",158,54,"M","B",24,"Miscellaneous Other Violations","O","3454(C)PC","FLASH INCARCERATION","200 E  6TH","","(34.0386, -118.2392)"
5316025,"2018-05-18",2210,4,"Hollenbeck",401,44,"M","H",24,"Miscellaneous Other Violations","O","3454(C)PC","FLASH INCARCERATION","GRIFFIN","AVENUE4343","(34.0898, -118.2075)"
5316041,"2018-05-18",2345,1,"Central",156,55,"F","B",8,"Other Assaults","M","243(A)PC","BATTERY ON PERSON","500 S  SAN PEDRO                    ST","","(34.0437, -118.2455)"
5315360,"2018-05-18",1500,6,"Hollywood",637,31,"M","W",16,"Narcotic Drug Laws","M","11377(A)HS","POSSESSION CONTROLLED SUBSTANCE","YUCCA","GOWER","(34.1038, -118.3224)"
5315377,"2018-05-18",1500,6,"Hollywood",646,30,"F","B",24,"Miscellaneous Other Violations","M","LAMC","LOS ANGELES MUNICIPAL CODE","SUNSET","IVAR","(34.098, -118.3287)"
5315390,"2018-05-18",1330,18,"Southeast",1841,29,"M","B",24,"Miscellaneous Other Violations","M","602(O)(1)PC","REFUSE TO LEAVE PROPERTY UPON REQUEST P.O.","700 W  IMPERIAL                     HY","","(33.9367, -118.2871)"
5315393,"2018-05-18",1445,1,"Central",162,46,"M","W",6,"Larceny","M","459.5PC","SHOPLIFTING","700 W  7TH                          ST","","(34.048, -118.2577)"
5315474,"2018-05-18",1705,6,"Hollywood",645,38,"M","H",24,"Miscellaneous Other Violations","M","853.7PC","FTA AFTER WRITTEN PROMISE","HOLLYWOOD                    BL","ORANGE                       AV","(34.1016, -118.3417)"
5315978,"2018-05-18",2200,13,"Newton",1347,29,"M","H",8,"Other Assaults","F","422(A)PC","TERRORIZE CAUSING FEAR","COMPTON","MLK","(34.0096, -118.244)"
5315990,"2018-05-18",2245,6,"Hollywood",636,28,"M","B",12,"Weapon (carry/poss)","F","29800(A)1PC","POSS F/ARM BY CONVICTED FELON/ADDICT/ETC","HOLLYWOOD                    BL","LAS PALMAS","(34.1016, -118.3361)"
5315976,"2018-05-18",2130,21,"Topanga",2177,40,"M","W",4,"Aggravated Assault","F","368(B)(1)PC","CAUSE HARM/DEATH OF ELDER/DEPEND ADULT","5600    WINNETKA                     AV","","(34.174, -118.5888)"
5316014,"2018-05-18",2100,2,"Rampart",261,29,"M","H",14,"Sex (except rape/prst)","F","243.4(A)PC","SEXUAL BATTERY BY RESTRAINT","2200 W  8TH                          ST","","(34.0554, -118.2789)"
5315554,"2018-05-18",1730,4,"Hollenbeck",467,49,"M","H",16,"Narcotic Drug Laws","M","11377(A)HS","POSSESSION CONTROLLED SUBSTANCE","EVERGREEN","PARK","(34.0387, -118.2079)"
5315568,"2018-05-18",1950,14,"Pacific",1407,28,"F","H",15,"Against Family/Child","M","273.6(A)PC","DISOBEY DOMESTIC RELATIONS COURT ORDER","3600 S  VINTON                       AV","","(34.0255, -118.4063)"
5315618,"2018-05-18",1940,12,"77th Street",1253,36,"M","H",16,"Narcotic Drug Laws","M","11377HS","POSSESSION CONTROLLED SUBSTANCE","79TH","FIGUEROA","(33.9709, -118.3112)"
5315626,"2018-05-18",2100,6,"Hollywood",647,32,"M","B",16,"Narcotic Drug Laws","M","11377(A)HS","POSSESSION CONTROLLED SUBSTANCE","LEXINGTON                    AV","WESTERN                      AV","(34.0998, -118.3211)"
5315873,"2018-05-18",2220,14,"Pacific",1474,55,"F","W",24,"Miscellaneous Other Violations","M","166(C)(1)PC","VIOL DOMESTIC VIOL PROTECT/STAY AWAY ORD","8300    LOYOLA                       BL","","(33.9633, -118.4167)"
5316062,"2018-05-18",2130,1,"Central",132,32,"M","W",24,"Miscellaneous Other Violations","M","594(B)2APC","DEFACE/DAMAGE PROPERTY <$400","1ST","GRAND","(34.0557, -118.2488)"
5315975,"2018-05-18",2100,13,"Newton",1341,20,"M","H",12,"Weapon (carry/poss)","F","25400(A)1PC","CARRY CONCEALED WEAPON IN VEHICLE","MLK","HILL","(34.0155, -118.2772)"
180313973,"2018-05-18",1430,3,"Southwest",393,53,"M","B",18,"Drunkeness","I","41.27CLAMC","DRINKING IN PUBLIC","40TH                         PL","VERMONT","(34.0074, -118.329)"
180313974,"2018-05-18",1405,3,"Southwest",305,58,"F","B",18,"Drunkeness","I","41.27CLAMC","DRINKING IN PUBLIC","RIMPAU","ADAMS","(34.0326, -118.3471)"
180313975,"2018-05-18",945,3,"Southwest",373,60,"M","B",18,"Drunkeness","I","41.27CLAMC","DRINKING IN PUBLIC","MARTIN LUTHER KI             BL","ARLINGTON","(34.0164, -118.3312)"
180313976,"2018-05-18",745,3,"Southwest",373,54,"M","B",18,"Drunkeness","I","41.27CLAMC","DRINKING IN PUBLIC","MARTIN LUTHER KI             BL","ARLINGTON","(34.0164, -118.3312)"
5315543,"2018-05-18",1810,3,"Southwest",375,31,"M","B",24,"Miscellaneous Other Violations","F","3056PC","VIOLATION OF PAROLE:FELONY","LEIGHTON                     AV","WESTERN                      AV","(34.0128, -118.3089)"
5315561,"2018-05-18",1620,10,"West Valley",1028,46,"M","W",24,"Miscellaneous Other Violations","F","3056PC","VIOLATION OF PAROLE:FELONY","BALBOA","VICTORY","(34.1866, -118.5011)"
5315666,"2018-05-18",2020,12,"77th Street",1249,23,"M","B",24,"Miscellaneous Other Violations","F","3056PC","VIOLATION OF PAROLE:FELONY","FIGUEROA","60TH                         ST","(33.979, -118.2839)"
5315957,"2018-05-18",2250,20,"Olympic",2021,48,"M","B",24,"Miscellaneous Other Violations","F","3000.08CPC","PAROLE WARRANT","3900    WILSHIRE                     BL","","(34.0653, -118.3183)"
5314947,"2018-05-18",55,21,"Topanga",2139,29,"M","W",7,"Vehicle Theft","F","10851(A)VC","TAKE VEHICLE W/O OWNER'S CONSENT","VALERIO                      ST","WINNETKA","(34.2047, -118.571)"
5315318,"2018-05-18",1210,13,"Newton",1309,41,"M","H",12,"Weapon (carry/poss)","F","21310PC","CARRY CONCEALED ON PERSON DIRK OR DAGGER","SANTA FE                     ST","SACRAMENTO                   ST","(34.0306, -118.23)"
5315340,"2018-05-18",1330,18,"Southeast",1829,17,"F","B",8,"Other Assaults","M","243(A)PC","BATTERY ON PERSON","10100    GRAPE                        ST","","(33.9449, -118.2367)"
5315353,"2018-05-18",1140,13,"Newton",1393,33,"F","H",22,"Driving Under Influence","M","23152(F)VC","DUI OF ANY DRUG","100 W  FLORENCE                     AV","","(33.9786, -118.2761)"
5315363,"2018-05-18",1330,17,"Devonshire",1785,23,"M","B",4,"Aggravated Assault","F","245(A)(1)PC","ADW, NOT FIREARM, W/GBI","WILBUR","PARTHENIA","(34.234, -118.5375)"
5315492,"2018-05-18",1610,14,"Pacific",1494,30,"M","H",16,"Narcotic Drug Laws","F","11360A3DHS","SALE/TRANS >28.5G MARIJUANA OR >4G","400    WORLD                        WY","","(33.9433, -118.4072)"
5315967,"2018-05-18",2210,2,"Rampart",201,39,"M","H",10,"Fraud/Embezzlement","F","529.3PC","FALSE PERSONATION TO MAKE OTHER LIABLE","WILLOW BROOK                 AV","NEW HAMPSHIRE","(34.0895, -118.2928)"
5315972,"2018-05-18",2030,1,"Central",148,45,"M","W",16,"Narcotic Drug Laws","M","11350(A)HS","POSSESSION OF CONTROLLED SUBSTANCE","SAN PEDRO","4TH","(34.045, -118.2435)"
5315026,"2018-05-18",240,2,"Rampart",279,31,"M","H",4,"Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","11TH","UNION","(34.0477, -118.2751)"
5315030,"2018-05-18",530,20,"Olympic",2058,22,"M","O",4,"Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","900    ELDEN                        AV","","(34.055, -118.2877)"
5315034,"2018-05-18",240,2,"Rampart",233,39,"M","H",4,"Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","RAMPART                      ST","TEMPLE                       ST","(34.0725, -118.2748)"
5315383,"2018-05-18",1345,4,"Hollenbeck",439,23,"M","H",24,"Miscellaneous Other Violations","F","594(A)(2)PC","DAMAGE PROPERTY","1900 N  MARIANNA                     AV","","(34.0638, -118.1785)"
5315613,"2018-05-18",1800,6,"Hollywood",656,37,"M","W",14,"Sex (except rape/prst)","F","290.018BPC","FAIL TO REGISTER AS FELONY SEX OFFENDER","5900    BARTON                       AV","","(34.088, -118.3222)"
5315221,"2018-05-18",1000,13,"Newton",1372,22,"M","B",12,"Weapon (carry/poss)","F","29800(A)1PC","POSS F/ARM BY CONVICTED FELON/ADDICT/ETC","5800 S  SAN PEDRO                    ST","","(33.9898, -118.2701)"
181512486,"2018-05-18",935,15,"N Hollywood",1557,42,"M","B",24,"Miscellaneous Other Violations","M","41.45CLAMC","ILLEGAL POSSESSION OF SHOPPING CART","4600    LANKERSHIM                   BL","","(34.1535, -118.3677)"
181512487,"2018-05-18",840,15,"N Hollywood",1596,43,"M","H",24,"Miscellaneous Other Violations","M","41.45CLAMC","ILLEGAL POSSESSION OF SHOPPING CART","11100    VENTURA                      BL","","(34.1411, -118.372)"
181512488,"2018-05-18",910,15,"N Hollywood",1596,66,"M","W",24,"Miscellaneous Other Violations","M","41.45CLAMC","ILLEGAL POSSESSION OF SHOPPING CART","VENTURA","RIVERTON","(34.1394, -118.3675)"
181512489,"2018-05-18",1010,15,"N Hollywood",1548,33,"F","W",24,"Miscellaneous Other Violations","M","41.45CLAMC","ILLEGAL POSSESSION OF SHOPPING CART","5200    TUJUNGA                      AV","","(34.1649, -118.379)"
181512490,"2018-05-18",1130,15,"N Hollywood",1548,54,"F","W",24,"Miscellaneous Other Violations","M","41.45CLAMC","ILLEGAL POSSESSION OF SHOPPING CART","WHITSETT","GAULT","(34.1667, -118.3702)"
181711658,"2018-05-18",2250,17,"Devonshire",1729,19,"M","H",24,"Miscellaneous Other Violations","M","63.44LAMC","PARK REGULATIONS","RINALDI                      ST","ZELZAH                       AV","(34.2794, -118.524)"
5315359,"2018-05-18",1315,13,"Newton",1362,37,"F","W",4,"Aggravated Assault","F","245(A)(1)PC","ADW, NOT FIREARM, W/GBI","300 E  51ST                         ST","","(33.9966, -118.2701)"
5315898,"2018-05-18",1255,21,"Topanga",2177,24,"M","H",4,"Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","20900    WARNER CENTER                LN","","(34.1747, -118.5886)"
5315907,"2018-05-18",2235,18,"Southeast",1832,31,"M","H",4,"Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","200 E  104TH                        ST","","(33.942, -118.2717)"
5315920,"2018-05-18",2035,20,"Olympic",2058,26,"M","H",3,"Robbery","F","211PC","ROBBERY","VERMONT","OLYMPIC","(34.0526, -118.2916)"
5315376,"2018-05-18",1020,3,"Southwest",376,44,"F","H",8,"Other Assaults","F","368(B)1PCE","DEPENDENT ADULT NEGLECT/ABUSE","3700 S  HOBART                       BL","","(34.0182, -118.3078)"
5315413,"2018-05-18",1320,3,"Southwest",333,19,"F","B",4,"Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","2800    WELLINGTON                   RD","","(34.0311, -118.3384)"
5315524,"2018-05-18",1820,12,"77th Street",1239,29,"M","H",7,"Vehicle Theft","F","10851(A)VC","TAKE VEHICLE W/O OWNER'S CONSENT","59TH                         ST","HOOVER                       ST","(33.9874, -118.287)"
5315904,"2018-05-18",2210,10,"West Valley",1035,56,"M","O",24,"Miscellaneous Other Violations","F","594(A)PC","VANDALISM","7100    RESEDA","","(34.1922, -118.536)"
5315233,"2018-05-18",625,5,"Harbor",563,28,"M","H",2,"Rape","F","261(A)(2)PC","RAPE BY FORCE/FEAR","18TH                         ST","GRAND                        AV","(33.7279, -118.2902)"
5315280,"2018-05-18",1015,19,"Mission",1963,25,"M","H",8,"Other Assaults","F","69PC","OBSTRUCT/RESIST EXECUTIVE OFFICER","VAN NUYS","NOVICE","(34.2437, -118.4502)"
181913605,"2018-05-18",1800,19,"Mission",1924,16,"M","H",17,"Liquor Laws","M","25662BP","MINOR POSSESS ALCOHOL","LAUREL CANYON                BL","CRESTKNOLL                   DR","(34.2889, -118.4637)"
181913606,"2018-05-18",1810,19,"Mission",1924,14,"M","H",17,"Liquor Laws","M","25662BP","MINOR POSSESS ALCOHOL","LAUREL CANYON                BL","CRESTKNOLL                   DR","(34.2889, -118.4637)"
181913607,"2018-05-18",1800,19,"Mission",1924,17,"M","H",17,"Liquor Laws","M","25662BP","MINOR POSSESS ALCOHOL","LAUREL CANYON                BL","CRESTKNOLL                   DR","(34.2889, -118.4637)"
5315155,"2018-05-18",835,21,"Topanga",2156,30,"M","W",16,"Narcotic Drug Laws","M","11377(A)HS","POSSESSION CONTROLLED SUBSTANCE","21700    ERWIN                        ST","","(34.1829, -118.6015)"
5316012,"2018-05-19",115,12,"77th Street",1258,36,"F","H",22,"Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","FLORENCE                     AV","AVALON","(33.9713, -118.2739)"
5316018,"2018-05-19",258,14,"Pacific",1494,52,"F","O",16,"Narcotic Drug Laws","F","11377(A)HS","POSSESSION CONTROLLED SUBSTANCE","300    WORLD                        WY","","(33.944, -118.4073)"
5316020,"2018-05-19",150,9,"Van Nuys",985,29,"F","O",24,"Miscellaneous Other Violations","M","602(O)(1)PC","REFUSE TO LEAVE PROPERTY UPON REQUEST P.O.","14400    VENTURA                      BL","","(34.1505, -118.4458)"
5316034,"2018-05-19",138,12,"77th Street",1258,48,"M","H",22,"Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","MANCHESTER                   AV","BROADWAY","(33.9713, -118.2739)"
5316042,"2018-05-19",247,9,"Van Nuys",964,25,"F","H",22,"Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","VAN NUYS","101 FWY","(34.1603, -118.4399)"
5316044,"2018-05-19",154,2,"Rampart",299,37,"M","B",22,"Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","18TH                         ST","TOBERMAN                     ST","(34.0388, -118.2786)"
5316060,"2018-05-19",150,1,"Central",152,31,"M","B",22,"Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","5TH                          ST","FIGUEROA                     ST","(34.0523, -118.2572)"
5316073,"2018-05-19",134,11,"Northeast",1122,23,"M","H",22,"Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","LOS FELIZ","I5","(34.118, -118.2707)"
5316082,"2018-05-19",150,4,"Hollenbeck",441,39,"M","H",22,"Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","MISSION","I 5","(34.0588, -118.2221)"
5316091,"2018-05-19",353,11,"Northeast",1159,29,"M","H",22,"Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","HOLLYWOOD                    FY","VERMONT","(34.0994, -118.2035)"
5316105,"2018-05-19",448,2,"Rampart",219,30,"M","H",22,"Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","ALAMEDA","101 SB","(34.0677, -118.252)"
5316119,"2018-05-19",404,8,"West LA",836,28,"M","W",22,"Driving Under Influence","M","23152(B)VC","DRUNK DRIVING .10 OR ABOVE","SANTA MONICA                 BL","BEVERLY GLEN","(34.0576, -118.4242)"
5316133,"2018-05-19",455,16,"Foothill",1672,34,"M","B",8,"Other Assaults","M","243(E)(1)PC","BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL","11700    SNELLING                     ST","","(34.2345, -118.3886)"
5316137,"2018-05-19",600,16,"Foothill",1685,29,"M","H",23,"Moving Traffic Violations","M","14601(A)VC","DRIVE W/LIC SUSPEND/REV 4 RECKLESS DRIVG","11600    CANTARA                      ST","","(34.2194, -118.385)"
5316209,"2018-05-19",1020,14,"Pacific",1487,65,"M","O",24,"Miscellaneous Other Violations","M","LAMC","LOS ANGELES MUNICIPAL CODE","MANCHESTER","AIRPORT","(33.9599, -118.3872)"
5316292,"2018-05-19",1350,14,"Pacific",1499,62,"M","H",16,"Narcotic Drug Laws","F","11350(A)HS","POSSESSION NARCOTIC CONTROLLED SUBSTANCE","LA CIENEGA","IMPERIAL","(33.9309, -118.37)"
5316318,"2018-05-19",1435,8,"West LA",885,26,"M","H",24,"Miscellaneous Other Violations","M","853.7PC","FTA AFTER WRITTEN PROMISE","2900    OVERLAND                     AV","","(34.034, -118.4188)"
5316153,"2018-05-19",525,2,"Rampart",261,23,"M","H",16,"Narcotic Drug Laws","M","11377(A)HS","POSSESSION CONTROLLED SUBSTANCE","700 S  CARONDELET                   ST","","(34.0584, -118.281)"
5316170,"2018-05-19",800,14,"Pacific",1409,30,"M","H",16,"Narcotic Drug Laws","M","11377(A)HS","POSSESSION CONTROLLED SUBSTANCE","NATIONAL","ELLIS","(34.0272, -118.3961)"
5316229,"2018-05-19",1230,12,"77th Street",1258,41,"F","H",10,"Fraud/Embezzlement","M","476A(B)PC","NONSUFFICIENT FUNDS CHECKS LESS THAN $950","7600 S  BROADWAY                     ST","","(33.9708, -118.2783)"
5316243,"2018-05-19",1015,10,"West Valley",1004,22,"F","H",22,"Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","8200    GARDEN GROVE                 AV","","(34.2193, -118.5292)"
5316225,"2018-05-19",735,20,"Olympic",2027,21,"M","H",5,"Burglary","F","459PC","BURGLARY","500 S  MARIPOSA                     AV","","(34.0654, -118.2992)"
5316231,"2018-05-19",735,20,"Olympic",2027,20,"M","H",5,"Burglary","F","459PC","BURGLARY","500 S  MARIPOSA                     AV","","(34.0654, -118.2992)"
180114333,"2018-05-19",1420,1,"Central",158,39,"M","H",20,"Disorderly Conduct","M","41.18ALAMC","LOITER/OBSTRUCT STREET/SIDEWALK/ETC","5TH","STANFORD                     AV","(34.0421, -118.2405)"
180313168,"2018-05-19",2100,3,"Southwest",396,27,"M","H",20,"Disorderly Conduct","M","647(H)PC","DISORD CONDUCT:LOITER/ETC PRIV PROPERTY","800 W  41ST                         ST","","(34.0092, -118.2872)"
180313169,"2018-05-19",2115,3,"Southwest",396,27,"M","H",20,"Disorderly Conduct","M","647(H)PC","DISORD CONDUCT:LOITER/ETC PRIV PROPERTY","800 W  41ST                         ST","","(34.0092, -118.2872)"
180313170,"2018-05-19",2115,3,"Southwest",396,20,"M","B",20,"Disorderly Conduct","M","647(H)PC","DISORD CONDUCT:LOITER/ETC PRIV PROPERTY","800 W  41ST                         ST","","(34.0092, -118.2872)"
